Price,Year,Kilometer,Engine,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Max Power_bhp,Max Power_rpm,Max Torque_Nm,Max Torque_rpm,Owner,Petrol,Manual,AWD,FWD,RWD
1044999,2021,24000,1462,3995,1790,1640,5,48,103,6000,138,4400,1,1,1,0,1,0
515000,2019,40310,1196,3675,1475,1800,7,40,73,6000,101,3000,2,1,1,0,0,1
455000,2015,69700,1197,3765,1660,1520,5,43,79,6000,112,4000,1,1,0,0,1,0
775000,2021,24000,1197,3845,1735,1530,5,37,89,6000,113,4400,1,1,0,0,1,0
825000,2021,43000,1493,3995,1775,1505,5,37,99,4000,240,1500,1,0,1,0,1,0
865000,2017,49013,1497,4440,1695,1495,5,40,117,6600,145,4600,1,1,0,0,1,0
299000,2013,64983,1399,3795,1680,1427,5,45,68,4000,160,2000,1,0,1,0,1,0
570000,2017,92270,1199,3955,1694,1544,5,40,89,6000,110,4800,1,1,1,0,1,0
385000,2013,65000,1198,3970,1682,1453,5,45,74,5400,110,3750,1,1,1,0,1,0
350000,2014,110000,1498,3990,1680,1505,5,35,99,3600,200,1750,1,0,1,0,1,0
1100000,2011,51500,2143,4596,1770,1447,5,66,207,4200,500,1600,2,0,0,0,0,1
545000,2017,61518,1197,3995,1745,1500,5,37,83,6000,115,4000,1,1,1,0,1,0
615000,2017,36058,1197,3995,1745,1500,5,37,83,6000,115,4000,1,1,1,0,1,0
890000,2016,88000,1582,4270,1780,1630,5,60,126,4000,265,1900,1,0,0,0,1,0
430000,2015,98112,1598,4384,1699,1466,5,55,103,5250,153,3800,1,1,1,0,1,0
691000,2019,16652,1197,3995,1735,1515,5,37,89,6000,113,4400,1,1,1,0,1,0
650000,2016,76584,1461,4331,1822,1671,5,50,108,3900,248,2250,1,0,1,0,1,0
669000,2016,70000,1248,3995,1790,1640,5,48,89,4000,200,1750,1,0,1,0,1,0
525000,2015,68766,1197,3985,1734,1505,5,45,82,6000,115,4000,1,1,1,0,1,0
750000,2018,16339,1591,4375,1700,1475,5,43,121,6300,158,4200,1,1,1,0,1,0
445000,2016,63882,1198,3990,1680,1505,5,35,87,6000,109,4500,1,1,1,0,1,0
493000,2012,28732,1798,4540,1760,1480,5,55,138,6400,173,4000,1,1,1,0,1,0
611000,2017,51349,1197,3985,1734,1505,5,45,82,6000,115,4000,1,1,1,0,1,0
475000,2014,61866,1197,3765,1660,1520,5,43,79,6000,112,4000,1,1,0,0,1,0
925000,2017,29401,1591,4270,1780,1630,5,60,122,6400,154,4850,1,1,1,0,1,0
1325000,2012,98580,1968,4915,1874,1455,5,65,177,3750,380,1750,1,0,0,0,1,0
1299000,2020,31348,1497,3995,1821,1627,5,42,115,3750,300,1500,1,0,1,0,1,0
375000,2011,78000,1497,4420,1695,1480,5,42,118,6600,146,4600,1,1,1,0,1,0
425000,2014,24000,1598,4386,1699,1466,5,55,104,5250,153,3800,2,1,0,0,1,0
250000,2015,62000,796,3395,1490,1475,5,35,47,6000,69,3500,2,1,1,0,1,0
425000,2012,78000,1248,4265,1695,1685,7,45,89,4000,200,1750,2,0,1,0,1,0
235000,2014,82000,1399,3795,1680,1427,5,45,68,4000,160,2000,2,0,1,0,1,0
1245000,2021,10530,998,3995,1775,1505,5,37,118,6000,172,1500,1,1,0,0,1,0
549000,2015,61900,1197,3985,1734,1505,5,45,82,6000,115,4000,1,1,1,0,1,0
484999,2013,78000,1199,3970,1682,1453,5,45,74,4200,180,2000,2,0,1,0,1,0
415000,2014,57402,1197,3995,1695,1555,5,42,85,6000,114,4000,1,1,1,0,1,0
375000,2015,87500,1197,3765,1660,1520,5,43,81,6000,114,4000,1,1,1,0,1,0
1050000,2020,16282,998,3995,1775,1505,5,37,118,6000,172,1500,1,1,0,0,1,0
470000,2013,66000,1582,4370,1700,1475,5,43,126,4000,260,1900,3,0,1,0,1,0
345000,2017,72019,998,3599,1495,1700,5,35,67,6200,90,3500,2,1,1,0,1,0
484999,2018,55221,1197,3765,1660,1520,5,43,81,6000,114,4000,1,1,1,0,1,0
890000,2020,23500,1498,4360,1822,1695,5,50,105,5600,142,4000,1,1,1,0,1,0
325000,2012,68000,1197,3995,1695,1555,5,42,85,6000,114,4000,2,1,1,0,1,0
1390000,2019,29096,1591,4270,1780,1665,5,55,122,6400,151,4850,1,1,0,0,1,0
459999,2016,61223,1197,3765,1660,1520,5,43,81,6000,114,4000,1,1,1,0,1,0
1075000,2017,86000,1956,4395,1818,1640,5,60,171,3750,350,1750,1,0,1,0,1,0
484999,2013,87000,1582,4440,1729,1475,5,45,126,4000,260,1500,1,0,1,0,1,0
385000,2013,79287,1197,3995,1710,1505,5,45,83,6000,113,4000,1,1,1,0,1,0
1050000,2019,17000,1497,4585,1866,1774,8,45,121,3500,300,1750,1,0,1,0,1,0
655000,2016,38779,1197,3995,1745,1500,5,37,83,6000,115,4000,1,1,1,0,1,0
865000,2016,67000,1248,4296,1695,1685,7,45,89,4000,200,1750,1,0,1,0,1,0
699000,2017,67000,1591,4370,1700,1475,5,43,121,6300,158,4200,1,1,1,0,1,0
425000,2012,70000,1582,4370,1700,1475,5,43,126,4000,260,1900,2,0,1,0,1,0
490000,2015,23103,1197,3995,1660,1520,5,43,81,6000,114,4000,1,1,1,0,1,0
1475000,2019,9576,1591,4270,1780,1665,5,55,122,6400,151,4850,1,1,0,0,1,0
245000,2016,55000,796,3395,1490,1475,5,35,47,6000,69,3500,1,1,1,0,1,0
490000,2015,98000,1461,4315,1822,1695,5,50,84,3750,200,1900,2,0,1,0,1,0
550000,2017,61400,1197,3765,1660,1520,5,43,81,6000,114,4000,1,1,1,0,1,0
675000,2016,87693,1497,4440,1695,1495,5,40,117,6600,145,4600,1,1,1,0,1,0
560000,2016,75210,1396,3985,1734,1505,5,40,89,4000,220,1500,1,0,1,0,1,0
225000,2012,69000,1598,4000,1642,1522,5,45,105,5250,153,3800,1,1,1,0,1,0
499000,2014,88000,1498,4386,1699,1466,5,55,103,4400,250,1500,2,0,0,0,1,0
1055000,2020,15000,998,3995,1790,1647,5,45,118,6000,172,1500,1,1,0,0,1,0
1450000,2014,33000,1968,4915,1874,1455,5,65,177,3750,380,1750,2,0,0,0,1,0
600000,2014,83000,2179,4430,1817,1975,8,60,120,4000,290,1800,2,0,1,0,0,1
575000,2015,67000,1197,3985,1734,1505,5,45,82,6000,115,4000,1,1,1,0,1,0
699000,2017,75000,1498,3999,1765,1708,5,52,99,3750,205,1750,1,0,1,0,1,0
430000,2020,5790,998,3565,1520,1564,5,27,67,5500,90,3500,1,1,1,0,1,0
1165000,2018,32000,2179,4456,1820,1995,7,60,120,4000,280,1800,1,0,1,0,0,1
295000,2011,87230,1248,3760,1690,1530,5,43,75,4000,190,2000,1,0,1,0,1,0
495000,2017,38258,1248,3840,1735,1530,5,37,74,4000,190,2000,2,0,1,0,1,0
975000,2019,56881,1497,4440,1695,1495,5,40,117,6600,145,4600,1,1,1,0,1,0
425000,2014,72000,1461,4315,1822,1695,5,50,108,3900,248,2250,2,0,1,0,1,0
1250000,2013,71141,1984,4370,1783,1458,5,60,150,3500,350,1500,1,0,0,0,1,0
560000,2013,37000,1248,3995,1695,1555,5,42,74,4000,190,2000,1,0,1,0,1,0
1221000,2019,46000,2179,4456,1820,1995,7,60,120,4000,280,1800,1,0,1,0,0,1
295000,2009,70200,1497,4420,1695,1480,5,42,118,6600,146,4600,2,1,0,0,1,0
1300000,2012,64800,1796,4596,1770,1447,5,66,186,5600,285,4000,1,1,0,0,0,1
950000,2016,73000,1582,4270,1780,1630,5,60,126,4000,265,1900,1,0,0,0,1,0
286000,2017,40564,796,3395,1490,1475,5,35,47,6000,69,3500,1,1,1,0,1,0
340000,2013,98500,1336,3995,1710,1505,5,45,89,4000,219,1500,1,0,1,0,1,0
1125000,2020,46807,999,4413,1699,1466,5,55,109,5000,175,1750,1,1,0,0,1,0
580000,2018,81000,1198,3994,1811,1607,5,44,108,5000,170,1750,1,1,0,0,1,0
495000,2015,13716,1197,3995,1695,1555,5,42,85,6000,114,4000,1,1,1,0,1,0
550000,2014,89000,1248,3995,1695,1555,5,42,74,4000,190,2000,1,0,1,0,1,0
1485000,2021,13000,1493,3995,1790,1647,5,45,113,4000,250,1500,1,0,0,0,1,0
885000,2018,38000,1598,4413,1699,1466,5,55,104,5200,153,3750,1,1,1,0,1,0
715000,2020,17000,1197,3805,1680,1520,5,37,82,6000,114,4000,1,1,0,0,1,0
375000,2019,55000,799,3679,1579,1478,5,28,53,5678,72,4386,1,1,1,0,1,0
325000,2014,43037,1198,3610,1680,1500,5,35,87,6000,109,4500,1,1,1,0,1,0
425000,2013,26000,1248,3850,1695,1530,5,42,74,4000,190,2000,1,0,1,0,1,0
1475000,2020,78000,2179,4456,1820,1995,7,60,140,3750,320,1500,1,0,1,0,0,1
869000,2021,8700,1199,3995,1695,1501,5,35,89,6000,110,4800,1,1,0,0,1,0
390000,2018,18000,998,3545,1490,1475,5,35,67,6000,90,3500,1,1,1,0,1,0
540000,2015,38000,1373,4490,1730,1485,5,43,91,6000,130,4000,1,1,1,0,1,0
699000,2018,43000,1248,3840,1735,1530,5,37,74,4000,190,2000,1,0,0,0,1,0
484999,2013,107000,1582,4370,1700,1475,5,43,126,4000,260,1900,1,0,1,0,1,0
1085000,2018,8922,1198,3994,1811,1607,5,44,108,5000,170,1750,1,1,0,0,1,0
319000,2013,47800,796,3395,1490,1475,5,35,47,6000,69,3500,1,1,1,0,1,0
475000,2015,72000,1498,4386,1683,1603,7,42,99,3600,200,1750,2,0,1,0,1,0
890000,2022,7500,1199,3827,1742,1615,5,37,84,6000,113,3300,1,1,1,0,1,0
445000,2016,22402,1197,3765,1660,1520,5,43,81,6000,114,4000,1,1,1,0,1,0
690000,2017,61000,1248,3995,1745,1500,5,37,74,4000,190,2000,1,0,1,0,1,0
395000,2018,75500,999,3679,1579,1478,5,28,67,5500,91,4250,1,1,1,0,1,0
145000,2009,39586,1061,3520,1475,1690,5,35,67,6200,84,3500,1,1,1,0,1,0
750000,2018,33647,1197,3985,1734,1505,5,40,82,6000,115,4000,1,1,0,0,1,0
569000,2018,57847,1197,3765,1660,1520,5,43,81,6000,114,4000,1,1,1,0,1,0
470000,2016,74000,1197,3995,1695,1555,5,42,83,6000,115,4000,1,1,1,0,1,0
450000,2014,85000,1461,4331,1822,1671,5,50,84,3750,200,1900,2,0,1,0,1,0
299000,2016,26000,999,3679,1579,1478,5,28,67,5500,91,4250,1,1,1,0,1,0
790000,2019,25000,1197,3995,1745,1510,5,37,82,6000,113,4200,1,1,0,0,1,0
1095000,2017,39000,1591,4270,1780,1630,5,60,122,6400,154,4850,2,1,0,0,1,0
525000,2015,80852,1198,3970,1682,1453,5,45,103,5000,175,1500,2,1,0,0,1,0
270000,2014,54420,998,3620,1475,1460,5,35,67,6200,90,3500,1,1,1,0,1,0
894999,2015,39780,1798,4620,1775,1475,5,55,138,6400,173,4000,1,1,0,0,1,0
335000,2013,78301,1197,3585,1595,1550,5,35,79,6000,112,4000,2,1,0,0,1,0
1000000,2018,38000,2179,4788,1903,1791,7,60,148,4000,320,1700,1,0,1,0,0,1
220000,2009,126535,1197,3565,1595,1550,5,35,80,5200,111,4000,1,1,1,0,1,0
960000,2016,37079,1591,4270,1780,1630,5,60,122,6400,154,4850,1,1,0,0,1,0
1300000,2014,51000,1968,4385,1831,1608,5,64,174,4200,380,1750,2,0,0,1,0,0
375000,2013,39000,1198,3970,1682,1453,5,45,74,5400,110,3750,1,1,1,0,1,0
545000,2014,56000,1591,4370,1700,1475,5,43,121,6300,158,4200,1,1,1,0,1,0
1085000,2022,3383,998,3995,1770,1605,5,45,118,6000,172,1500,1,1,1,0,1,0
725000,2018,42000,1248,3995,1790,1640,5,48,89,4000,200,1750,1,0,1,0,1,0
1090000,2012,65000,1995,4648,1881,1661,5,67,184,4000,380,1750,2,0,0,1,0,0
900000,2019,17000,1199,3999,1734,1601,5,40,89,6000,110,4800,1,1,1,0,1,0
295000,2014,62500,1498,3990,1680,1505,5,35,99,3600,200,1750,1,0,1,0,1,0
600000,2017,86000,1248,4490,1730,1485,5,43,89,4000,200,1750,2,0,1,0,1,0
375000,2013,29135,1197,3995,1710,1505,5,45,83,6000,113,4000,1,1,1,0,1,0
545000,2015,42000,1199,3955,1694,1544,5,40,89,6000,110,4800,1,1,0,0,1,0
195000,2010,32000,1198,3900,1695,1535,5,42,89,6200,110,4800,1,1,1,0,1,0
1097000,2022,1700,1493,3995,1770,1605,5,45,99,4000,240,1500,1,0,1,0,1,0
1095000,2020,43260,1197,3971,1682,1469,5,45,103,5000,175,1500,1,1,0,0,1,0
1375000,2019,69000,2179,4456,1820,1995,7,60,140,3750,320,1500,1,0,1,1,0,0
745000,2021,14722,1197,3845,1735,1530,5,37,89,6000,113,4400,1,1,1,0,1,0
625000,2017,23798,1199,3999,1734,1601,5,40,89,6000,110,4800,1,1,1,0,1,0
250000,2011,55000,1497,4420,1695,1480,5,42,118,6600,146,4600,1,1,1,0,1,0
650000,2017,51000,1197,4384,1699,1466,5,55,103,5000,175,1500,1,1,0,0,1,0
310000,2014,49000,1198,3610,1680,1500,5,35,87,6000,109,4500,2,1,1,0,1,0
600000,2017,48000,1498,4315,1822,1695,5,50,105,5600,142,4000,1,1,1,0,1,0
295000,2013,74000,1498,4291,1722,1496,5,43,89,3750,204,2000,1,0,1,0,1,0
375000,2013,97000,2179,4655,1965,1922,7,55,138,4000,320,1700,1,0,1,0,0,1
480000,2014,115000,1498,3999,1765,1708,5,52,89,3750,204,2000,1,0,1,0,1,0
590000,2020,74000,1197,3805,1680,1520,5,37,82,6000,114,4000,1,1,1,0,1,0
561000,2015,61000,1396,3985,1734,1505,5,45,89,4000,220,1500,1,0,1,0,1,0
725000,2014,104814,1798,4540,1760,1480,5,55,138,6400,173,4000,1,1,1,0,1,0
645000,2013,17000,1797,4530,1775,1470,5,56,147,6500,177,4700,1,1,1,0,1,0
450000,2016,45000,1197,3850,1695,1530,5,42,83,6000,115,4000,1,1,1,0,1,0
525000,2016,64928,1197,3850,1695,1530,5,42,83,6000,115,4000,1,1,1,0,1,0
590000,2018,68500,1248,3995,1735,1515,5,37,74,4000,190,2000,1,0,1,0,1,0
385000,2013,72567,1498,3990,1680,1505,5,35,99,3600,200,1750,1,0,1,0,1,0
535000,2020,4295,998,3636,1475,1670,5,35,67,6200,90,3500,1,1,1,0,1,0
875000,2018,82000,1248,3995,1790,1640,5,48,89,4000,200,1750,1,0,1,0,1,0
295000,2010,33000,1298,4160,1690,1530,5,43,87,6000,113,4500,1,1,1,0,1,0
969999,2018,68000,1582,4270,1780,1665,5,55,126,4000,260,1500,1,0,1,0,1,0
484999,2018,35000,1199,3746,1647,1535,5,35,84,6000,114,3500,1,1,0,0,1,0
580000,2019,17881,1197,3850,1695,1530,5,42,83,6000,115,4000,1,1,1,0,1,0
450000,2014,48409,1497,4440,1695,1495,5,40,117,6600,145,4600,2,1,1,0,1,0
355000,2020,40000,796,3395,1490,1475,5,35,47,6000,69,3500,1,1,1,0,1,0
1050000,2022,1500,1199,3993,1811,1606,5,44,118,5500,170,1750,1,1,1,0,1,0
445000,2014,38985,1498,3998,1765,1647,5,52,99,3750,205,1750,1,0,1,0,1,0
495000,2015,52000,1199,3955,1694,1544,5,40,89,6000,110,4800,1,1,1,0,1,0
275000,2011,42000,1197,3585,1595,1550,5,35,79,6000,112,4000,1,1,1,0,1,0
465000,2014,29442,1198,3990,1680,1505,5,35,87,6000,109,4500,1,1,0,0,1,0
1050000,2017,71800,1956,4395,1818,1640,5,60,171,3750,350,1750,1,0,1,0,1,0
269000,2009,85000,1497,4420,1695,1480,5,42,118,6600,146,4600,2,1,1,0,1,0
445000,2018,65555,1186,3995,1660,1520,5,43,74,4000,190,1750,2,0,1,0,1,0
1000000,2018,42000,1591,4270,1780,1630,5,60,122,6400,154,4850,1,1,0,0,1,0
1490000,2018,68000,2179,4456,1820,1995,7,60,140,3750,320,1500,2,0,1,1,0,0
1550000,2022,600,1498,4323,1809,1650,5,48,108,6000,144,4400,1,1,1,0,1,0
484999,2017,86006,1364,3884,1695,1510,5,45,67,3800,170,1800,1,0,1,0,1,0
425000,2014,75000,1498,4440,1695,1495,5,40,99,3600,200,1750,1,0,1,0,1,0
1150000,2014,99000,2179,4456,1820,1995,8,60,120,4000,280,1800,1,0,1,0,0,1
725000,2016,84000,1396,3995,1760,1555,5,45,89,4000,220,1500,1,0,1,0,1,0
741000,2017,31000,1373,4490,1730,1485,5,43,91,6000,130,4000,1,1,0,0,1,0
1550000,2020,28000,2184,3985,1820,1920,6,57,130,3750,300,1600,1,0,1,1,0,0
645000,2015,64000,1498,4440,1695,1495,5,40,99,3600,200,1750,1,0,1,0,1,0
550000,2014,85000,1498,4440,1695,1495,5,40,99,3600,200,1750,1,0,1,0,1,0
595000,2017,35000,1197,3995,1745,1500,5,37,83,6000,115,4000,3,1,0,0,1,0
500000,2017,32000,998,3715,1635,1565,5,35,67,6000,90,3500,2,1,0,0,1,0
345000,2016,49857,998,3599,1495,1700,5,35,67,6200,90,3500,1,1,1,0,1,0
299000,2013,46000,998,3636,1475,1670,5,35,67,6200,90,3500,1,1,1,0,1,0
160000,2008,50000,1061,3520,1475,1690,5,35,67,6200,84,3500,2,1,1,0,1,0
570000,2017,36000,1197,3995,1745,1500,5,37,83,6000,115,4000,1,1,0,0,1,0
800000,2021,13000,999,3991,1750,1605,5,40,99,5000,152,2200,1,1,0,0,1,0
315000,2013,45000,998,3515,1500,1510,5,32,68,6200,94,3500,1,1,1,0,1,0
640000,2016,124000,1598,4386,1699,1466,5,55,105,4400,250,2500,1,0,1,0,1,0
779000,2016,9889,1197,3985,1734,1505,5,45,82,6000,115,4000,1,1,1,0,1,0
1450000,2021,13000,1497,4440,1695,1495,5,40,118,6600,145,4600,1,1,0,0,1,0
890000,2018,35000,1198,3994,1811,1607,5,44,108,5000,170,1750,1,1,0,0,1,0
625000,2017,51145,1197,3995,1745,1500,5,37,83,6000,115,4000,1,1,1,0,1,0
270000,2015,64000,1196,3795,1680,1427,5,45,70,6250,102,4000,1,1,1,0,1,0
825000,2019,9644,1197,3995,1735,1515,5,37,82,6000,113,4200,1,1,0,0,1,0
425000,2017,41624,998,3695,1600,1560,5,35,67,6000,90,3500,2,1,0,0,1,0
459999,2016,82844,1186,3765,1660,1520,5,43,74,4000,190,1750,1,0,1,0,1,0
789000,2017,60444,1498,4315,1822,1695,5,50,105,5600,142,4000,1,1,1,0,1,0
775000,2014,125000,2179,4456,1820,1995,8,60,120,4000,280,1800,1,0,1,0,0,1
1400000,2019,13000,1591,4270,1780,1630,5,60,122,6400,154,4850,1,1,0,0,1,0
770000,2015,112000,1248,4265,1695,1685,7,45,89,4000,200,1750,1,0,1,0,1,0
450000,2016,53300,1197,3765,1660,1520,5,43,81,6000,114,4000,1,1,1,0,1,0
840000,2019,34000,1497,4440,1695,1495,5,40,117,6600,145,4600,1,1,1,0,1,0
525000,2018,78900,1120,3995,1660,1520,5,43,71,4000,160,1500,1,0,1,0,1,0
1200000,2017,95785,2179,4788,1903,1791,7,60,154,4000,400,1700,1,0,0,0,0,1
620000,2017,92000,1498,3998,1765,1647,5,52,99,3750,205,1750,1,0,1,0,1,0
590000,2019,26000,1197,3850,1695,1530,5,42,83,6000,115,4000,1,1,1,0,1,0
685000,2018,92000,1248,3995,1735,1515,5,37,74,4000,190,2000,1,0,0,0,1,0
1121000,2019,38000,2523,4456,1820,1930,7,60,75,3200,200,1400,1,0,1,0,0,1
545000,2019,10340,998,3599,1495,1700,5,35,67,6200,90,3500,1,1,1,0,1,0
1350000,2015,47706,1968,4385,1831,1608,5,64,174,4200,380,1750,1,0,0,1,0,0
1299000,2021,13400,1462,4445,1775,1700,6,45,103,6000,138,4400,1,1,1,0,1,0
450000,2016,44613,1498,3995,1695,1525,5,40,99,3750,215,1750,1,0,1,0,1,0
550000,2019,29000,1197,3850,1695,1530,5,42,83,6000,115,4000,1,1,1,0,1,0
495000,2015,42000,1591,4375,1700,1475,5,43,121,6300,155,4200,1,1,1,0,1,0
360000,2015,16205,998,3515,1550,1510,5,32,68,6200,94,3500,1,1,1,0,1,0
565000,2016,29000,1197,3765,1660,1520,5,43,79,6000,112,4000,1,1,0,0,1,0
615000,2017,69000,1493,3995,1835,1839,7,60,100,3750,240,1600,1,0,0,0,0,1
525000,2015,114635,1498,4440,1695,1495,5,40,99,3600,200,1750,1,0,1,0,1,0
1175000,2012,77000,1968,4915,1874,1455,5,65,177,3750,380,1750,2,0,0,0,1,0
1450000,2013,70000,1995,4624,2031,1429,5,60,184,4000,380,1750,2,0,0,0,0,1
1390000,2022,32000,1498,4549,1748,1489,5,40,119,6600,145,4300,1,1,0,0,1,0
1075000,2019,45000,1591,4270,1780,1665,5,55,122,6400,151,4850,1,1,0,0,1,0
950000,2020,55055,1248,4300,1785,1595,5,48,89,4000,200,1750,1,0,1,0,1,0
825000,2021,22000,1197,3995,1745,1500,5,37,83,6000,115,4000,1,1,1,0,1,0
465000,2014,25704,1197,3850,1695,1530,5,42,85,6000,114,4000,1,1,1,0,1,0
475000,2016,55353,1248,3995,1695,1555,5,42,74,4000,190,2000,2,0,1,0,1,0
379000,2018,29434,1047,3746,1647,1535,5,35,69,4000,140,1800,2,1,1,0,1,0
240000,2017,42000,1198,3785,1635,1485,5,35,67,5000,104,4000,1,1,1,0,1,0
1525000,2021,14000,1497,4315,1800,1645,5,50,114,6300,144,4500,1,1,1,0,1,0
1400000,2014,35000,1995,4624,2031,1429,5,60,184,4000,380,1750,1,0,0,0,0,1
775000,2020,39000,1197,3995,1775,1505,5,37,82,6000,115,4200,1,1,1,0,1,0
229999,2012,52000,998,3600,1495,1595,5,35,67,6200,90,3500,1,1,1,0,1,0
300000,2018,51000,814,3495,1550,1500,5,32,55,5500,75,4000,1,1,1,0,1,0
160000,2011,72000,998,3545,1490,1475,5,35,67,6000,90,3500,1,1,1,0,1,0
270000,2010,86000,1197,3565,1595,1550,5,35,80,5200,111,4000,2,1,1,0,1,0
210000,2014,42505,796,3395,1490,1475,5,35,47,6000,69,3500,1,1,1,0,1,0
625000,2017,42000,1197,3985,1734,1505,5,45,82,6000,115,4000,1,1,1,0,1,0
1490000,2019,57600,1353,4315,1800,1645,5,50,138,6000,242,1500,1,1,0,0,1,0
265000,2011,66000,1496,4265,1695,1510,5,45,80,5600,132,3000,1,1,1,0,1,0
360000,2013,58000,1598,4384,1699,1466,5,55,103,5250,153,3800,1,1,1,0,1,0
800000,2017,82300,1373,4490,1730,1485,5,43,91,6000,130,4000,1,1,1,0,1,0
710000,2017,73000,1248,3995,1790,1640,5,48,89,4000,200,1750,1,0,1,0,1,0
710000,2018,72000,1598,4300,1765,1590,5,48,118,3750,320,1750,1,0,1,0,1,0
720000,2018,50197,999,3971,1682,1469,5,45,75,6200,95,3000,1,1,1,0,1,0
395000,2014,44527,1198,3990,1680,1505,5,35,87,6000,109,4500,1,1,1,0,1,0
455000,2014,50000,1499,3999,1765,1708,5,52,109,6300,140,4400,2,1,1,0,1,0
690000,2014,37000,1497,4440,1695,1495,5,40,117,6600,145,4600,1,1,1,0,1,0
450000,2013,61000,1497,4440,1695,1485,5,42,116,6600,146,4800,1,1,1,0,1,0
